SAMPLE_ID,MTERFD2,KCNK5,AP3M2,PODXL2,ZNF683,SNRPD3,HAPLN3,NMI,ST7L,HIST1H2BC,C10orf35,BBS2,FAM98A,UFD1L,USF1,PLEKHG3,APOL3,ORC6L,MTAP,DBF4,HIST1H2BN,RNF148,KIF24,CLASS
TCGA-4Z-AA83-01,0.254258363,0.185846403,0.221653078,0.006024538,0.005167113,0.075835917,0.036426595,0.213250344,0.087099081,0.003345061,0.360209157,0.551334434,0.167278134,0.131422243,0.099532188,0.599328685,0.072755037,0.06184826,0.072194688,0.069148976,0,0,0.023846049,1
TCGA-4Z-AA84-01,0.070733007,0.035978048,0.128409728,0.333745819,0.000582528,0.097385939,0.015496386,0.245880976,0.061711807,0.063972068,0.388887492,0.131095938,0.325677384,0.119157839,0.048276306,0.136174015,0.01324552,0.142501993,0.361700086,0.582201825,0.074609296,0.008718254,0.214478414,2
TCGA-4Z-AA86-01,0.266891365,0.012527614,0.224614985,0.010543595,0.033071326,0.090869112,0.229709025,0.39045194,0.306283167,0.076367315,0.239384207,0.230996483,0.192084868,0.059197059,0.165422471,0.169184299,0.144067535,0.131430006,0.109033768,0.281435135,0.015984107,0.016810548,0.206252661,1
TCGA-4Z-AA87-01,0.22216572,0.127685365,0.232586568,0.077871754,0.00645753,0.102940931,0.045639764,0.054197696,0.079596344,0.188680983,0.380668391,0.180238375,0.285113733,0.179287068,0.251170057,0.100765312,0.031192768,0.846531143,0.31222908,0.45396386,0.121034874,0,0.082359379,1
TCGA-4Z-AA89-01,0.32595748,0.153249899,0.26343545,0.06904067,0.005558148,0.119635479,0.033287152,0.203976224,0.315108162,0.066877767,0.175178474,0.57512078,0.138616046,0.068839759,0.081295812,0.312617623,0.090842056,0.115719106,0.004203424,0.200368868,0.03650653,0,0.077907962,1
TCGA-5N-A9KI-01,0.20579278,0.176654139,0.074841382,0.033080144,0.002752272,0.322085333,0.022549447,0.53670312,0.157814736,0.037021299,0.413481648,0.147620048,0.197282221,0.157467274,0.051438133,0.157896779,0.179186124,0.103648995,0.137434191,0.162506349,0.039167454,0.087227732,0.09136193,1
TCGA-5N-A9KM-01,0.559311483,0.120809503,0.087661516,0.06237047,0.007419202,0.276669423,0.010842531,0.287831957,0.240496845,0.003007377,0.451824671,0.484370683,0.464713094,0.210531383,0.058703995,0.232423147,0.083462962,0.044280241,0.003676212,0.053359872,0,0.073121868,0.01478187,1
TCGA-BL-A0C8-01,0.179529137,0.36836072,0.074407742,0.188966293,0.000652459,0.078513114,0.007151453,0.150696572,0.065446682,0.023203435,0.321727439,0.377852363,0.190071869,0.194445571,0.189833773,0.089252498,0.026129365,0.176882541,0.045531487,0.221450694,0.018570231,0.048824902,0.107886657,1
TCGA-BL-A13I-01,0.32305349,0.049411161,0.091319302,0.001446711,0.005730294,0.113364254,0.13805183,0.230900587,0.179341822,0.038272338,0.004341047,0.338181098,0.218707927,0.182295212,0.042639676,0.051731893,0.143132121,0.160459805,0.012144008,0.279110823,0.034335777,0.006770078,0.147903515,1
TCGA-BL-A13J-01,0.30826675,0.036360582,0.245405057,0.099850807,0.00362228,0.773742122,0.024857374,0.110762095,0.210043653,0.011811651,0.189642242,0.500798424,0.196304644,0.021040182,0.179601622,0.476233428,0.012250494,0.239619915,0.111259906,0.275204101,0.007364222,0,0.111461323,1
TCGA-BL-A3JM-01,0.259907884,0.002182397,0.425991783,0.184726097,0.006633366,0.094139099,0.027013792,0.124718072,0.314204777,0.015866158,0.207456119,0.589165671,0.04703359,0.158433843,0.0460514,0.141545907,0.038639721,0.295256424,0.07803928,0.332399049,0.008713781,0.009163456,0.676548335,1
TCGA-BL-A5ZZ-01,0.325566185,0.079160358,0.152081967,0.019108324,0.001708628,0.079819566,0.079967408,0.099280416,0.297090188,0.030762692,0.226307391,0.331055132,0.340173286,0.196178666,0.020313308,0.074126497,0.037796766,0.172973599,0.075033428,0.216813996,0.014588926,0.030685443,0.081748657,1
TCGA-BT-A0S7-01,0.556300776,0.026711161,0.132573908,0.099989218,0.000284125,0.065388161,0.080083446,0.103266786,0.088058161,0.042047093,0.159776541,0.494700133,0.14301572,0.030856379,0,0.194773831,0.015307622,0.208495415,0.003377981,0.253175215,0.008086745,0,0.329835318,1
TCGA-BT-A0YX-01,0.297517461,0.045142387,0.06902978,0.046799439,0.048183865,0.129998367,0.0541002,0.175249731,0.14638733,0.086167998,0.259434121,0.30775665,0.419501615,0.144770999,0.022735262,0.356082144,0.058793978,0.213557931,0.00263011,0.186762535,0.077464378,0.036206948,0.183068197,2
TCGA-BT-A20J-01,0.206174374,0.089446058,0.100302027,0.063043434,0.043467207,0.123003193,0.210791799,0.397814288,0.111016076,0.237684399,0.325194819,0.235480609,0.31090672,0.068000134,0.059403855,0.134254472,0.091065907,0.272626018,0.005397505,0.191420702,0.080965593,0.020435762,0.099335611,2
TCGA-BT-A20N-01,0.352463662,0.068185962,0.308586242,0.249777143,0.000807718,0.216415771,0.01682143,0.163144978,0.089265382,0.019766999,0.327056492,0.350802302,0.22203111,0.128870275,0.070320767,0.447983813,0.004705566,0.254976516,0.063284053,0.315499873,0.06322186,0,0.179545577,1
TCGA-BT-A20O-01,0.458244234,0.088226793,0.113795845,0.001128484,0.200167746,0.018763526,0.194370014,0.438111645,0.217206087,0.02360341,0.141289484,0.361294374,0.214968262,0.105627735,0.042495476,0.039282543,0.406548571,0.212977581,0.115435979,0.315638235,0.008046959,0.042312572,0.192030885,1
TCGA-BT-A20P-01,0.216894558,0.043425188,0.390905967,0.057283211,0.000307833,0.258445965,0.011023023,0.122088311,0.126920626,0.010939743,0.2294083,0.520273806,0.022643628,0.252035919,0.066742949,0.256894292,0.060739289,0.256276474,0.001105148,0.201354892,0.052567027,0.055283674,0.18993482,1
TCGA-BT-A20Q-01,0.116837885,0.033384418,0.254459302,0.040072291,0.033138984,0.121509003,0.072692484,0.371243806,0.276978683,0.008479428,0.313524125,0.443823071,0.133700108,0.116448827,0.04901014,0.307497493,0.122770774,0.032793589,0.009026372,0.062006665,0.039923928,0,0.018186793,1
TCGA-BT-A20R-01,0.207304601,0.17776036,0.090630821,0.136362483,0.002908463,0.065484602,0.052482085,0.357053817,0.121452245,0.030764039,0.223996932,0.279998133,0.294192471,0.16125316,0.02589573,0.144758818,0.037680651,0.202532579,0.179181894,0.127294961,0.057486764,0.043529345,0.128602449,1
TCGA-BT-A20T-01,0.225729413,0.091088567,0.226301044,0.085305926,0.020012339,0.232481525,0.113935531,0.496700321,0.150416925,0.0251957,0.286599213,0.324502105,0.159914205,0.060673649,0.14153059,0.106960789,0.211379515,0.113390582,0.007813434,0.108770435,0.080762416,0.013411283,0.030189484,1
TCGA-BT-A20U-01,0.377074812,0.180910801,0.273133785,0.025572426,0.005110414,0.10609776,0.076280572,0.310121101,0.239079608,0.007438084,0.114015015,0.370416212,0.125950932,0.085271816,0.02928707,0.175816018,0.062756377,0.182397807,0.002846009,0.268831524,0.013852609,0.03277923,0.292878572,1
TCGA-BT-A20V-01,0,0.075162756,0.158185402,0.23945814,0.013354333,0.178344793,0.262928693,0.300801979,0.329123062,0.015803233,0.309571875,0.391249028,0.244544297,0.077406333,0.028170389,0.23430834,0.075210229,0.24795791,0.05085129,0.216748792,0.098299258,0.010338387,0.146023918,1
TCGA-BT-A20W-01,0.356978104,0.105259498,0.827822197,0.135943778,0.006673625,0.183367431,0.029335443,0.222901663,0.081240339,0.058952455,0.301175741,0.205171351,0.248972315,0.31842635,0.041649906,0.191512628,0.092103514,0.35358288,0.054039454,0.18465133,0.023743011,0,0.163932733,1
TCGA-BT-A20X-01,0.232936029,0.017461601,0.054983534,0.082901413,0.005348503,0.129023672,0.086409568,0.33978732,0.266244148,0.039419085,0.138622702,0.395306273,0.225524934,0.234835841,0.028353168,0.622318752,0.056133049,0.231197069,0.332273015,0.518689167,0.041142987,0.019471716,0.119431574,1
TCGA-BT-A2LA-01,0.481852894,0.020516594,0.230538799,0.349159782,0.000328634,0.10012743,0.067026407,0.090948068,0.554969322,0.010571547,0.839387567,0.473917008,0.034631091,0.155850092,0.114633162,0.053671642,0.003496395,0.293230381,0.115905006,0.524117069,0.073267164,0.147549215,0.187725198,1
TCGA-BT-A2LB-01,0.519614461,0.006855272,0.1973051,0.521802677,0.006900679,0.255741765,0.057690249,0.465395207,0.126294058,0.026526782,0.693642584,0.472108601,0.209186676,0.191050426,0.08232484,0.119288298,0.064063659,0.112828368,0.06930453,0.11381347,0.032105079,0.005958338,0.107234889,2
TCGA-BT-A2LD-01,0.22876599,0.007600289,0.101024624,0.032095212,0.002415773,0.117803104,0.023150314,0.32529909,0.271884917,0.089234972,0.144847073,0.370087958,0.228949345,0.139773628,0.048924828,0.122930379,0.065752812,0.179462377,0.043226395,0.3178218,0.171892672,0.008343348,0.165470478,1
TCGA-BT-A3PH-01,0.066398042,0.019823994,0.065317737,0.023100335,0.000781475,0.166543008,0.008901328,0.155776084,0.143004195,0.100784067,0.472279395,0.331401455,0.24992097,0.361639676,0.18822568,0.25646189,0.024061586,0.500009813,0.050625115,0.272361331,0.075995459,0.035087249,0.235912215,2
TCGA-BT-A3PJ-01,0.214030992,0.006280158,0.018847528,0.263265717,0.001783033,0.190128575,0.102523522,0.360452705,0.184992537,0.088619992,0.265156708,0.256779455,0.057667484,0.136950572,0.27163889,0.296184312,0.207340472,0.201669827,0.4299087,0.26090437,0.016916172,0.016010524,0.530856452,2
TCGA-BT-A3PK-01,0.32451357,0.047349782,0.085505234,0.055121894,0.004603298,0.200113414,0.124712449,0.327759479,0.039254484,0.305802903,0.323150474,0.282883904,0.185733511,0.241343827,0.076594594,0.235243865,0.074681558,0.217936464,0.131464526,0.311087416,0.077792219,0.086118076,0.237137679,2
TCGA-BT-A42C-01,0.205275366,0.030735947,0.106864999,0.076239566,0.000482886,0.181693218,0.010100547,0.128593982,0.164221311,0.140322661,0.596953983,0.735560038,0.259260009,0.176615447,0.12480567,0.145607863,0.022148583,0.399039301,0.029150388,0.216958719,0.010308425,0.032523156,0.124561728,2
TCGA-BT-A42E-01,0.178238834,0.031319338,0.18655041,0.047814743,0.043553317,0.106650687,0.118738363,0.315554085,0.094453133,0.141394913,0.248234765,0.189290949,0.249330953,0.100652799,0.029064202,0.266316219,0.146402015,0.382522,0.00491836,0.401737994,0.094267026,0,0.131194141,1
TCGA-BT-A42F-01,0.466702347,0.009633945,0,0.061350285,0.082778776,0.17992385,0.145624781,0.43497377,0.072646247,0.068876134,0.060713094,0.110886503,0.453927935,0.139124886,0.093610179,0.438695244,0.15286881,0.133070013,0.04254153,0.324040112,0.065585711,0.143254525,0.06528544,1
TCGA-C4-A0EZ-01,0.384564389,0.018676391,0.310712107,0.239652306,0.000821138,0.23585824,0.377367839,0.012341137,0.382437698,0.012544396,0.98419664,0.895448191,0,0.103352463,0.082491689,0.048930976,0.009806359,0.459397629,0.038861843,0.415000015,0.142177437,0,0.407803725,1
TCGA-C4-A0F0-01,0.408515837,0.012047579,0.033273158,0.002098534,0.002226406,0.146674913,0.030712392,0.122432373,0.291424555,0.02230062,0,0.461304086,0.28304289,0.103903988,0.008150615,0.080395523,0.026601128,0.282749107,0.132011724,0.28399005,0.010561468,0,0.069606149,1
TCGA-C4-A0F6-01,0.45963802,0.095662158,0.144566631,0.044620223,0.003015597,0.369381197,0.023630152,0.106403025,0.10824459,0.038209731,0.15232421,0.38370371,0.259158781,0.099142184,0.010227168,1,0.019467918,0.143125092,0.00292841,0.2759468,0.011704137,0,0.060066452,1
TCGA-CF-A1HR-01,0.157951329,0.190173045,0.109435602,0.012460361,0.010244388,0.103432136,0.021741103,0.192315355,0.253726049,0.010716654,0.501329839,0.377012907,0.152316004,0.145475828,0.052609852,0.218673155,0.133980741,0.076224226,0.048628104,0.128319153,0.020826923,0.009387731,0.124865728,1
TCGA-CF-A1HS-01,0.285851377,0.058335617,0.071339377,0.072290185,0.001782511,0.125369208,0.037283601,0.297518869,0.395628777,0.022845225,0.294692022,0.146072136,0.289029824,0.117155526,0.043769116,0.253453258,0.033365985,0.228349728,0.145398088,0.360506295,0.038050248,0,0.178881981,1
TCGA-CF-A27C-01,0.469376734,0.065480296,0.210416656,0.145927601,0.002168514,0.116971141,0.003395565,0.141494046,0.225134327,0.005921953,0.267643073,0.724711103,0.110699288,0.128214054,0.036294882,0.262462988,0.069454457,0.07447346,0.000142271,0.152685869,0,0.01947339,0.020355486,1
TCGA-CF-A3MF-01,0.007635585,0.07676321,0.16806007,0.02319937,0.001974935,0.205777705,0.006236089,0.019902722,0.167521567,0,0.048528438,0.380812669,0.062127895,0.331365669,0.129275866,0.673483672,0.02711493,0.172246219,0.035287687,0.303013949,0.005621041,0,0.18019143,1
TCGA-CF-A3MG-01,0.17899717,0.101433145,0.199503718,0.040582871,0,0.108706806,8.20E-06,0.095730157,0.182168008,0.054747928,0.152412163,0.340396811,0.202265549,0.102789722,0.025682148,0.286534061,0.018908562,0.173724297,0,0.178488682,0.027655884,0.00793162,0.08910038,1
TCGA-CF-A3MH-01,0.239631698,0.185300358,0.180844033,0.051771716,0.000599079,0.180975698,0.0147164,0.145242723,0.246260276,0.01094109,0.161479222,0.346212773,0.106563387,0.182594344,0.046134447,0.39380824,0.023963989,0.099951208,0.084642999,0.100249281,0.017050386,0.026897881,0.033184775,1
TCGA-CF-A3MI-01,0.069166211,0.039973631,0.100188582,0.113012661,0.002884083,0.303380958,0.016298332,0.106661583,0.105307346,0.086116486,0.27473006,0.221552414,0.123273008,0.303322064,0.093389727,0.228925537,0.032978842,0.195143482,0.064061074,0.07193847,0.041043256,0,0.074094354,1
TCGA-CF-A47S-01,0.29664109,0.076190586,0.294343522,0.074752948,0.000949967,0.187590253,0.064795483,0.220391772,0.344096047,0.009662313,0.278099339,0.509313445,0.127393581,0.170294419,0.094784917,0.435341095,0.073268568,0.028588513,0.052550555,0.05931816,0.004055574,0.004264564,0.003210339,1
TCGA-CF-A47T-01,0.320299874,0.051693246,0.406216963,0.129444097,0.000225228,0.316811949,0.01227978,0.153073093,0.248413482,0.006821915,0.267975716,0.267264751,0.204561986,0.211282952,0.054177931,0.258646128,0.018314736,0.205912988,0.000615345,0.14722616,0.019232279,0.010112439,0.069537069,1
TCGA-CF-A47V-01,0.217913218,0.215399118,0.358474194,0.062062082,0.003438579,0.126250034,0.016122742,0.210604628,0.200295382,0.006085842,0.120126625,0.445328822,0.049290404,0.158200146,0.245942623,0.190076002,0.058994444,0.097116821,0.056134439,0.098925306,0.002575515,0.016251536,0.064754327,1
TCGA-CF-A47W-01,0.416420962,0.022856917,0.277620215,0.223310902,0.004571725,0.363864782,0.011859637,0.189196708,0.166923178,0.004019954,0.392081992,0.539060306,0.092817443,0.195114879,0.100723536,0.394590202,0.062040082,0.115105723,0.03404468,0.091556368,0.007506923,0.015789597,0.048427851,1
TCGA-CF-A47X-01,0.278334313,0.039135218,0.412181059,0.230460334,0.000270333,0.049161672,0.006421697,0.107850866,0.247049288,0.003757795,0.447357106,0.363304551,0.205056559,0.223681965,0.056898854,0.224027671,0.015049843,0.038335606,0.08117368,0.063925436,0,0.018204733,0.006636671,1
TCGA-CF-A47Y-01,0.247287818,0.038274936,0.354832849,0.131552805,0.002780267,0.152737826,0.009474281,0.161351029,0.292448944,0.009617774,0.172668429,0.630691268,0.111183449,0.093163287,0.048429565,0.345451915,0.053035909,0.080471273,0.072674225,0.054662378,0.012174148,0.009601963,0.043338743,1
TCGA-CF-A5U8-01,0.282570645,0.106979388,0.259217836,0.139700186,0.003546421,0.150478539,0.002922108,0.187619997,0.350071649,0.001673442,0.352353145,0.65189751,0.187344488,0.160667984,0.054371204,0.244114175,0.055909469,0.048222798,0.036809765,0.098776607,0.016822807,0.035385166,0.020916054,1
TCGA-CF-A5UA-01,0.366823535,0.386649698,0.251338325,0.051030306,0.001296904,0.436308554,0.02573666,0.32469688,0.246986299,0.005856334,0.286750312,0.288668246,0.056548477,0.211705476,0.077437899,0.190787243,0.028061428,0.100664339,0.000706745,0.110560387,0.007910093,0.041592885,0.254870246,1
TCGA-CF-A7I0-01,0.160045241,0.171873637,0.263710843,0.034650719,0.002789885,0.147897783,0.008893912,0.058792822,0.245973513,0.024253814,0.1012254,0.444169394,0.103501663,0.161329813,0.074294946,0.243772699,0.037039648,0.244861847,0.060725427,0.089786296,0.054972786,0.009635437,0.15183896,1
TCGA-CF-A8HX-01,0.057117079,0.015092108,0.285242008,0.044832179,0,0.17589391,0.009259281,0.067879979,0.224355261,0.007869045,0.318310801,0.377966047,0.045873513,0.121068544,0.140293944,0.334215515,0.021415121,0.210939232,0.000731204,0.289969013,0.006477247,0,0.196103543,1
TCGA-CF-A8HY-01,0.346207795,0.27025697,0.096925799,0.300736508,0.001016432,0.489066826,0.03582056,0.16850514,0.126008953,0.00834399,0.227661643,0.144498626,0.183882478,0.311669711,0.221821231,0.401482372,0.024156615,0.086772214,0.006361076,0.048922765,0.003616331,0.034226973,0.019606841,1
TCGA-CF-A9FF-01,0.125422117,0.155333147,0.118516153,0.057921139,0.001525263,0.203854032,0.016022514,0.164062203,0.167236462,0.00629419,0.21714787,0.317105104,0.136123804,0.261079047,0.376420105,0.175846529,0.036391212,0.221004675,0.041607038,0.209582625,0.013023458,0.027393294,0.045759272,1
TCGA-CF-A9FH-01,0.300770705,0.16632672,0.396409705,0.03697659,0.000214678,0.188159896,0.006434067,0.604999982,0.268059206,0.032023559,0.257133811,0.696312642,0.088770044,0.188031064,0.077864459,0.293923292,0.173377633,0.189010946,0.00127147,0.120067565,0.027497798,0,0.058568215,1
TCGA-CF-A9FL-01,0.281393527,0.026719067,0.170856331,0.094069649,0.00404131,0.213683281,0.031285452,0.181876499,0.089981791,0.047997496,0.176845072,0.350589991,0.165520231,0.031498016,0.085895108,0.401672306,0.038466155,0.161277218,0.003833727,0.138076813,0.039349941,0.019100157,0.036923743,1
TCGA-CF-A9FM-01,0.403548656,0.029291064,0.381546735,0.126351542,0.002940446,0.116707536,0.022488666,0.181722673,0.288492284,0.021223771,0.194106423,0.748697714,0.180012662,0.068360588,0.070145613,0.524494786,0.097749388,0.025880689,0.104093355,0.042894502,0.019692211,0.023297773,0.005602124,1
TCGA-CU-A0YN-01,0.298282264,0.007517019,0.445195266,0.006939256,0.004547196,0.050444978,0.05443049,0.15215955,1,0.129834723,0.062113803,0.165462442,0.16602001,0.092308892,0.030654326,0.359616124,0.026495826,0.118816465,0.149936354,0.269133693,0.064710938,0.014080759,0.30931825,1
TCGA-CU-A0YO-01,0.336304156,0.087222178,0.208690727,0.01045532,0.002966354,0.026354061,0.036788256,0.185761,0.174866336,0.011352556,0.098848413,0.426956403,0.187729156,0.09152741,0.029412018,0.351651029,0.138234713,0.0343571,0.070953158,0.189994943,0.019699638,0.017757857,0.046165591,1
TCGA-CU-A0YR-01,0.116579178,0.207535799,0.071981,0.025224989,0.008406819,0.18593147,0.067389137,0.254746804,0.010510926,0.023135756,0.198201879,0.244386373,0.205394951,0.228602683,0.066052149,0.166583419,0.051950855,0.256233077,0.114332899,0.149979075,0.020425875,0,0.363484729,1
TCGA-CU-A3KJ-01,0.352628588,0.008276133,0.126902879,0.080534974,0.00564683,0.012039672,0.0979025,0.187681773,0.050636306,0.134105503,0.219033222,0.503259574,0.118985264,0.02100223,0.056115947,0.702367747,0.041427715,0.327181495,0.001790474,0.299855492,0.017857787,0.018780482,0.139848097,1
TCGA-CU-A3QU-01,0.031080451,0.107077293,0.072957205,0.253182099,0.001303166,0.027213027,0.00162717,0.178477611,0.164136774,0.01779843,0.366030973,0.247997916,0.129036373,0.019095078,0.020506354,0.051870504,0.043605662,0.165345496,0.23588025,0.212888985,0.013487634,0.037234595,0.243306403,1
TCGA-CU-A3YL-01,0.110691969,0.583952653,0.182033974,0.111972408,0.016471211,0.082437612,0.041944016,0.123581155,0.202221498,0.003214933,0.207170835,0.399103024,0.035589289,0.193731394,0.083263272,0.220837188,0.049890916,0.15701916,0.003589338,0.135190308,0,0.038923348,0.109644418,1
TCGA-CU-A5W6-01,0.049018893,0.063545083,0.213057957,0.050141372,0.00643289,0.257336253,0.039323802,0.294774558,0.258385527,0.061289298,0.488467268,0.412311471,0.249342522,0.116925568,0.126711977,0.089766329,0.070876638,0.244758861,0.006222974,0.133656405,0.013078098,0.049514462,0.061972073,1
TCGA-CU-A72E-01,0.245383085,0.042243604,0.234328939,0.068793678,0.00689464,0.224775261,0.051776588,0.28256589,0.329754602,0.087432828,0.223712776,0.543551961,0.184249792,0.229986167,0.03178203,0.369577543,0.055510431,0.120357371,0.006025184,0.180972825,0.063230879,0,0.03049384,1
TCGA-DK-A1A3-01,0.318087927,0.483238787,0.076413996,0.341119789,0.017887327,0.116527513,0.053738005,0.124816258,0.064402734,0.067097924,0.24037537,0.103594905,0.657026738,0.169097891,0.055020481,0.068615185,0.057876407,1,0.036150783,0.108026942,0.042902083,0.081214162,0.184985646,2
TCGA-DK-A1A5-01,0.161133429,0.046244571,0.041881432,0.010210877,0.00260678,0.20158703,0.192621423,0.544443485,0.164698696,0.019564753,0.289386648,0.349279235,0.49184808,0.072241636,0.040842085,0.260682864,0.108493675,0.175461461,0.007069793,0.156925772,0.018548481,0,0.102349592,1
TCGA-DK-A1A6-01,0.223048559,0.016041211,0.265843695,0.007252698,0.010177588,0.366742576,0.017993307,0.442296843,0.118301172,0.136196909,0.542458042,0.072992025,0.161676735,0.417680147,0.062265203,0.085695079,0.052161594,0.4900208,0.115460299,0.256719335,0.228878126,0,0.306691072,1
TCGA-DK-A1A7-01,0.390524359,0.118388468,0.610459486,0.242412935,0.001367544,0.164452171,0.014287915,0.128288377,0.139664156,0.064576032,0.471864437,0.245630123,0.425103882,0.488239727,0.305367316,0.068149645,0.021946901,0.334841984,0.072480621,0.144129727,0.087576523,0.020467562,0.406921296,1
TCGA-DK-A1AA-01,0.340323821,0.094853688,0.281101257,0.07040352,0.004377176,0.115854999,0.013672753,0.232475252,0.249026789,0.005447959,0.180489486,0.580839622,0.184116749,0.108987359,0.035968733,0.301979312,0.056324323,0.05265237,0.00678241,0.099721281,0.008417769,0,0.016941456,1
TCGA-DK-A1AB-01,0.492608651,0.075224662,0.266942388,0.041053643,0.011395091,0.102274846,0.14974814,0.616336426,0.395822714,0.199851264,0.16856057,0.336881635,0.25074815,0.086739432,0.066116321,0.584501729,0.433945936,0.046878408,0.045925382,0.135975151,0.068278994,0.059240278,0.053982777,1
TCGA-DK-A1AC-01,0.311741513,0.257388406,0.223345303,0.271144085,0.016570442,0.232769562,0.044854413,0.083327981,0.156133943,0.005540206,0.346028418,0.142388317,0.461846885,0.11555704,0.209265272,0.013518232,0.072698669,0.514054798,0.247198555,0.510880495,0.020424814,0.082014186,0.631343361,2
TCGA-DK-A1AD-01,0.131168654,0.010001676,0.441245234,0.374681226,0.008762329,0.26766828,0.020197138,0.172116356,0.361857094,0.026629411,0.466018941,0.469822871,0.325764151,0.227350068,0.222539965,0.077584705,0.026653981,0.39293915,0.119505219,0.282175448,0.061291418,0.02000395,0.190150104,1
TCGA-DK-A1AE-01,0.517185846,0.085344496,0.264506193,0.072282809,0.015060351,0.131369112,0.040370105,0.293590184,0.515856894,0.005784692,0.14022841,0.35562221,0.22477006,0.116632045,0.018185793,0.073681365,0.059852538,0.223286564,0.002066566,0.299161299,0.019215303,0.037306563,0.240290057,1
TCGA-DK-A1AF-01,0.338055281,0.164640474,0.122305059,0.014285848,0.008998591,0.081558072,0.139452842,0.217692872,0.373554688,0.032701304,0.089855663,0.311523285,0.211300903,0.104234902,0.028763949,0.220002691,0.113163853,0.068725017,0.082177483,0.134651175,0.014967693,0.05771722,0.099571005,1
TCGA-DK-A1AG-01,0.248067173,0.205083475,0.233063367,0.124349137,0.013573969,0.213189504,0.023374547,0.219745378,0.144265618,0.017815865,0.197159973,0.516476302,0.094905928,0.142245205,0.057948267,0.359347388,0.07988338,0.070267219,0.009127126,0.094696536,0.033170827,0.02462501,0.032242966,1
TCGA-DK-A2HX-01,0.225648567,0.565505546,0.094652784,0.270940156,0.000867473,0.011954804,0.132754543,0.156014186,0.169225567,0.036308683,0.312650232,0.272374516,0.127096837,0.101940935,0.002823373,0.337797989,0.027599939,0.039346036,0.074977318,0.138955487,0.033508217,0.011128369,0.096918394,1
TCGA-DK-A2I1-01,0.135204488,0.053568573,0.131339985,0.267668621,0.005367216,0.163561058,0.104711667,0.188336758,0.023421376,0.129312465,0.724850133,0.137870311,0.502795204,0.268570429,0.133023553,0.031543349,0.078240593,0.294318537,0.008033946,0.169137359,0.085928299,0.060246166,0.070317889,2
TCGA-DK-A2I2-01,0.092917159,0.049309892,0.078580965,0.164945025,0.003391908,0.086332536,0.066718577,0.405002354,0.288366307,0.049277383,0.160978566,0.594493017,0.365818768,0.332173325,0.055410802,0.166445616,0.046848927,0.212566284,0.179904542,0.375527254,0.024135041,0.045688406,0.183795668,2
TCGA-DK-A2I4-01,0.196859293,0.24014778,0.167753439,0.257961404,0.318879305,0.052884288,0.447420218,0.534305734,0.296919457,0.023565766,0.348678285,0.24688366,0.149500409,0.10174463,0.108375944,0.218687299,0.222392261,0.108597514,0.116007497,0.127590768,0.008250666,0.02603091,0.186225305,2
TCGA-DK-A2I6-01,0.444039585,0.086828877,0.747115778,0.16720451,0.00328168,0.355642881,0.039942315,0.189367716,0.0667154,0.382185593,0.345511975,0.126948347,0.285721103,0.332330369,0.070994203,0.357565243,0.052001816,0.244719351,0.369758656,0.555067085,0.465458924,0.01964578,0.416559409,1
TCGA-DK-A3IK-01,0.274647734,0.086336326,0.315133594,0.219254025,0.000798995,0.209131274,0.046698544,0.125855398,0.270734551,0.075259242,0.455905467,0.429323444,0.324176312,0.603132508,0.240574764,0.213599499,0.040486488,0.142969641,0.045170163,0.058959533,0.068222762,0.007175112,0.043288707,1
TCGA-DK-A3IL-01,0.131593904,0.011874984,0.105697664,0.216435906,0,0.219166263,0.022577967,0.219198807,0.211694609,0.016448328,0.294971667,0.362779797,0.149451819,0.140669154,0.104581449,0.20688918,0.029528082,0.203788493,0.119470476,0.167741817,0.028930644,0.041489116,0.153907818,1
TCGA-DK-A3IM-01,0.343197089,0.06069643,0.045659651,0.153792952,0,0.137145275,0.017554644,0.261751589,0.29483587,0.0971037,0.160756428,0.336231151,0.255748831,0.095646081,0.041573654,0.299122223,0.030058105,0.28744437,0.176832418,0.31244797,0.052667289,0.011459759,0.321876896,1
TCGA-DK-A3IN-01,0.222882016,0.159448503,0.035189396,0.038957734,0.007107007,0.541076717,0.210210718,0.208259199,0.16443514,0.320011628,0.22070433,0.20791784,0.301634202,0.34635965,0.026485893,0.50094098,0.040545289,0.117129175,0.058603429,0.277068004,0.263756061,0.031284624,0.319649531,2
TCGA-DK-A3IQ-01,0.364983479,0.073318382,0.21921565,0.019837152,0.000764663,0,0.050436536,0.239136794,0.253540399,0.053619171,0.108100736,0.394604594,0.184631568,0.043313722,0.022658028,0.245629604,0.02035548,0.041458484,0.068131616,0.05341474,0.029924777,0.034332415,0.038530687,1
TCGA-DK-A3IS-01,0.112397821,0.421239284,0.165133512,0.134732139,0.007344611,0.201624321,0.04423697,0.332868039,0.223349105,0.022312666,0.219229425,0.387999618,0.064081024,0.142118074,0.163990287,0.064090923,0.129454796,0.282272391,0.001234469,0.278499329,0.030635099,0.011371054,0.097043543,2
TCGA-DK-A3IT-01,0.089300108,0.007074127,0.154666134,0.005256422,0.002057876,0.109159435,0.043528264,0.222324818,0.17184124,0.036347753,0.503428309,0.289620634,0.235624633,0.220858908,0.02960816,0.232968701,0.0639908,0.24959403,0.069710585,0.263178586,0.010459084,0,0.125964625,2
