SAMPLE_ID,MTERFD2,KCNK5,AP3M2,PODXL2,ZNF683,SNRPD3,HAPLN3,NMI,ST7L,HIST1H2BC,C10orf35,BBS2,FAM98A,UFD1L,USF1,PLEKHG3,APOL3,ORC6L,MTAP,DBF4,HIST1H2BN,RNF148,KIF24,CLASS
TCGA-FD-A3NA-01,0.335519949,0.119877559,0.220646046,0.044386139,0.029435701,0.157517433,0.039462656,0.289921283,0.079112826,0.037023518,0.32548574,0.223711661,0.22975628,0.205489143,0.020721597,0.093594908,0.067411821,0.243400609,0.130878243,0.226978789,0.017601031,0.033318159,0.200289758,1
TCGA-FD-A3SJ-01,0.2647829,0.050667771,0.17513149,0.275988473,0.003800054,0.176577997,0.023190419,0.177084181,0.158562308,0.043593973,0.473154415,0.268697473,0.282380567,0.111533718,0.229681256,0.087800313,0.053907115,0.32486463,0.093917217,0.252846011,0.120881563,0.020072571,0.214978773,1
TCGA-FD-A3SL-01,0.210488318,0.362540276,0.108763562,0.076072952,0.008658811,0.216917263,0.095405098,0.298614057,0.238802791,0.032220178,0.339537933,0.294099489,0.368514335,0.131463373,0.028346298,0.115440523,0.0989488,0.096085663,0.140980553,0.101265522,0.040235855,0.007933293,0.151368173,1
TCGA-FD-A3SM-01,0.239581573,0.045748655,0.213144274,0.054252269,0.000478823,0.093269845,0.025195863,0.16667519,0.310778544,0.073130906,0.558662829,0.668209308,0.214783159,0.096377084,0.056272981,0.387548509,0.014679732,0.091754414,0.023880354,0.091181838,0.077225128,0.021498556,0.035600809,1
TCGA-FD-A3SN-01,0.147350797,0.092599191,0.172490189,0.016058399,0.02666192,0.445359846,0.03781103,0.353902441,0.154100083,0.048449459,0.623935275,0.417059856,0.372806418,0.409620415,0.044626765,0.266944617,0.137575057,0.178511536,0.081549856,0.308831489,0.032993645,0.156141942,0.101766431,2
TCGA-FD-A3SO-01,0.469976611,0.010622916,0.039843528,0.029694604,0.011370973,0.0190117,0.078678335,0.368757234,0.098802145,0.10917109,0.053584724,0.125073688,0.129245481,0.097676438,0.050218852,0.222304123,0.105163357,0.104282457,0.096202418,0.279355738,0.072701665,0.022198158,0.179096083,2
TCGA-FD-A3SP-01,0.241951979,0.024728644,0.264919692,0.043809824,0.007826789,0.075932358,0.157093471,0.262504352,0.291509092,0.019715011,0.179987702,0.339080031,0.13141119,0.092146239,0.039050534,0.134889941,0.119492228,0.124308414,0.047944281,0.120776071,0.010920077,0.013781168,0.199558738,1
TCGA-FD-A3SQ-01,0.356573874,0.130699548,0.241062489,0.037468947,0.002515228,0.027323613,0.052918253,0.273524963,0.38619379,0.032581082,0.360441443,0.599477053,0.139074755,0.086819823,0.037300506,0.22476922,0.117720753,0.023002776,0.029889366,0.052630692,0.060402852,0.014115906,0.014325278,1
TCGA-FD-A3SR-01,0.127900857,0.128488788,0.298718562,0.136011031,0.014147811,0.036746524,0.039365868,0.31537244,0.229463945,0.097438134,0.25950065,0.194822325,0.242915967,0.010363421,0.125559133,0.10096353,0.113447586,0.084071255,0.049961355,0.126495009,0.058528111,0.096021303,0.161001555,1
TCGA-FD-A3SS-01,0.150385757,0.028452281,0.119615667,0.04318155,0.000896698,0.310328555,0.026015437,0.39283378,0.39189589,0.211310807,0.47564078,0.225262584,0.106308002,0.16726197,0.052003608,0.246106459,0.063857517,0.13521653,0.116350581,0.261170755,0.105732974,0.023006551,0.274387779,2
TCGA-FD-A43N-01,0.266737757,0.134367437,0.199081998,0.224813248,0.001337685,0.063357761,0.04288551,0.163618318,0.129554532,0.428588818,0.44256592,0.300053981,0.221640657,0.231564087,0.077052863,0.236054114,0.02053256,0.172450896,0.075064262,0.097589402,0.124795497,0.006673004,0.049763087,1
TCGA-FD-A43P-01,0.160894125,0.120068322,0.161028521,0.257161961,0.120140385,0.153325472,0.165992036,0.372774287,0.092360263,0.360953738,0.241060953,0.242114948,0.251372874,0.104390077,0.153598081,0.092710302,0.164929166,0.23930707,0.116439175,0.373552026,0.296545468,0.023101951,0.388703748,2
TCGA-FD-A43S-01,0.695473996,0.076309014,0.140746897,0.04637108,0.020952837,0.181473333,0.132590735,0.211894553,0.190565345,0.012928758,0.175685896,0.294805687,0.099141034,0.157618709,0.134924575,0.277093949,0.168574849,0.017107431,0.03597568,0.064451845,0.024396571,0.008552559,0.003871806,2
TCGA-FD-A43U-01,0.195454189,0.024225394,0.266737693,0.097124021,0.077746755,0.099552643,0.163609781,0.269831925,0.106780941,0.015778903,0.561620533,0.17829144,0.171116135,0.149579542,0.140881313,0.05366659,0.145984323,0.139922157,0.00892527,0.05890069,0.006013071,0.028457761,0.043250618,1
TCGA-FD-A43X-01,0.163201471,0.171081989,0.279716897,0.176299942,0.000877463,0.143835696,0.000786313,0.148097494,0.189486256,0.001647527,0.318134895,0.49714472,0.045668453,0.160819419,0.080103709,0.376572763,0.039471726,0.052093071,0.000692926,0.086615911,0.004162202,0,0.011995003,1
TCGA-FD-A43Y-01,0.422225708,0.094368875,0.100022114,0.040966647,0.021802193,0.106420515,0.20627505,0.319342854,0.315388294,0.027877677,0.420569762,0.512250412,0.082649777,0.113960424,0.02793144,0.290227666,0.055042183,0.179784938,0.113528605,0.151509002,0.006745143,0.021280976,0.101973436,1
TCGA-FD-A5BR-01,0.303686013,0.086907268,0.109845813,0.123281766,0.001592175,0.07658044,0.033126909,0.105561894,0.170215147,0.045280095,0.263267973,0.507383073,0.161309421,0.101256671,0.042074956,0.329230764,0.045888911,0.08617891,0.005699185,0.141381583,0.025490435,0.062550838,0.050379368,1
TCGA-FD-A5BS-01,0.358489925,0.194394717,0.099282253,0.057358491,0.352462145,0.128711203,0.989062838,0.521484219,0.076264097,0.030626065,0.234234442,0.132437562,0.121076063,0.181521209,0.284683316,0.132940292,0.37621249,0.059483464,0.041936138,0.205104963,0.01959301,0.108178991,0.072650175,1
TCGA-FD-A5BT-01,0.420539259,0.037040531,0.052250573,0.010676214,0.306063848,0.42473437,0.387511807,0.438843953,0.096773424,0.033640971,0.024040052,0.194975912,0.116418691,0.423230911,0.282117917,0.139447745,0.251361717,0.114219006,0.041422901,0.100696173,0.067009008,0.035236208,0.113718259,1
TCGA-FD-A5BU-01,0.306277937,0.01824255,0.057384791,0.021596253,0.003376177,0.099922976,0.131341589,0.273356001,0.160881273,0.415887428,0.162971041,0.151553069,0.228194471,0.088672571,0.052718568,0.411373072,0.096918599,0.088040434,0.009018034,0.145227871,0.084787752,0,0.10190128,1
TCGA-FD-A5BV-01,0.135751007,0.129246119,0.207667665,0.061598796,0,0.309900357,0.02501833,0.085247935,0.097214508,0.033421449,0.232909509,0.276142658,0.118796979,0.233153225,0.01993114,0.166825079,0.013894363,0.522181639,0.107887258,0.263849719,0.030077027,0.02372289,0.066412726,1
TCGA-FD-A5BX-01,0.355223745,0.13298567,0.049312094,0.017136943,0.002452416,0.179640957,0.150522262,0.371843561,0.290522828,0.057033576,0.054109511,0.188173682,0.169366331,0.16853328,0.068275545,0.119126854,0.16099556,0.082913146,0.01578487,0.103835545,0.027920597,0.077078473,0.083634879,2
TCGA-FD-A5BY-01,0.214029375,0.073349335,0.157179604,0.091738571,0.02265114,0.077741587,0.070539632,0.357463337,0.313356092,0.210254405,0.544315205,0.574913739,0.156947346,0.065732154,0.044479546,0.234322484,0.028950613,0.395100565,0.145027209,0.160611433,0.08831443,0.020897701,0.12022647,1
TCGA-FD-A5BZ-01,0.21268733,0.104337647,0.106614679,0.082618734,0,0.051285942,0.09985037,0.188637863,0.247389093,0.026999825,0.478020023,0.407672252,0.218265414,0.082638896,0.205009489,0.364808993,0.023458568,0.134692531,0.011671942,0.124606455,0.059011915,0.009799458,0.012760682,1
TCGA-FD-A5C0-01,0.194679684,0.006374227,0.015807525,0.042398486,0.004060023,0.086166657,0.020890514,0.309756584,0.12582496,0.263859866,0.209456487,0.100416265,0.188692271,0.053204515,0.010060999,0.342180609,0.067582547,0.086814963,0.053242283,0.107557785,0.040658653,0.027006671,0.122619438,1
TCGA-FD-A5C1-01,0.509130347,0.02928669,0.188788076,0.015982794,0.052873683,0.226914961,0.21073476,0.782410633,0.153589547,0.166952231,0.166959374,0.340630955,0.164482207,0.327690088,0.083405207,0.209039069,0.318243839,0.175074129,0.074083997,0.171629454,0.002746332,0,0.087468123,1
TCGA-FD-A62N-01,0.312090767,0.091502727,0.35739441,0.121278276,0.12862351,0.07292469,0.547273511,0.530476462,0.102506023,0.032919559,0.370629339,0.133790479,0.104031232,0.147207053,0.078195892,0.228881084,0.451215955,0.066259178,0.142027177,0.193398316,0.033897064,0,0.161673431,1
TCGA-FD-A62O-01,0.208195525,0.039869671,0.377140457,0.04917922,0.000587746,0.13156328,0.006367439,0.10306264,0.308519252,0.023317397,0.138768163,0.321326476,0.114754786,0.034093733,0.010068775,0.297723987,0.006278509,0.099966753,0.0873604,0.093386078,0.022303799,0,0.046178485,1
TCGA-FD-A62P-01,0.132695027,0.02669343,0.010488341,0.115906711,0.052314901,0.126548357,0.109431794,0.242532409,0,0.054986867,0.305103183,0.286850052,0.529317035,0.142688294,0.109886645,0.128587172,0.092379948,0.530887534,0.101977524,0.333574326,0.130358715,0,0.108799841,2
TCGA-FD-A62S-01,0.354121005,0.074419556,0.206231514,0.014486847,0.004553608,0.108780101,0.110294326,0.327455919,0.211326625,0.066603642,0.054909996,0.363308315,0.150058322,0.16963259,0.014198176,0.366259764,0.064165717,0.257854948,0.014949221,0.189261787,0.032401091,0.013630536,0.299758207,1
TCGA-FD-A6TA-01,0.271913521,0.216237868,0.252148883,0.167010344,0.008391722,0.217097286,0.170629992,0.433631888,0.084166147,0.020287354,0.336783198,0.395613447,0.250242008,0.140661676,0.054556927,0.060440759,0.170068538,0.129136458,0.008675384,0.13081602,0.021998769,0.059491332,0.055884377,1
TCGA-FD-A6TB-01,0.357349996,0.117328003,0.083090824,0.032026657,0.030984746,0.015094917,0.171175245,0.220994392,0.338418811,0.027693421,0.523541369,0.277453414,0.106065922,0.062291765,0.064976312,0.151335376,0.115240824,0.159327605,0.011561721,0.270499813,0.061307332,0.037197773,0.228547599,1
TCGA-FD-A6TC-01,0.253249404,0.106883839,0.073883674,0.077651554,0.000657603,0.154853095,0.037844897,0.350871343,0.202937576,0.404934292,0.304075936,0.169731999,0.247511735,0.057605678,0.038877645,0.236149081,0.086661214,0.129138401,0.102711464,0.188801378,0.149729452,0.022142926,0.101935583,2
TCGA-FD-A6TD-01,0.343137263,0.123829069,0.076226976,0.014736009,0.012067419,0.180668373,0.111406579,0.31784592,0.100772187,0.118616099,0.238306218,0.243408387,0.196663282,0.106368086,0.058756843,0.434425776,0.120285032,0.184886964,0.095329508,0.294907084,0.029516302,0.033863782,0.086213678,1
TCGA-FD-A6TE-01,0.25252179,0.104557344,0.126237416,0.02535982,0.008466686,0.056322724,0.028824412,0.223389323,0.272237983,0.224910099,0.277907646,0.351726833,0.094593856,0.194931661,0.156018525,0.190787243,0.059939726,0.096401099,0.107570231,0.16747066,0.219223261,0,0.334442639,1
TCGA-FD-A6TF-01,0.187654163,0.25451351,0.097229141,0.109847429,0.00154707,0.117768385,0.051253259,0.169821657,0.17332478,0.015934471,0.368679713,0.404653975,0.188567905,0.135008085,0.013407946,0.268152918,0.038961573,0.186161661,0.131496663,0.180173669,0.035226465,0.069461507,0.103143305,1
TCGA-FD-A6TG-01,0.123465643,0.085713909,0.108381301,0.219488326,0.013264756,0.123786292,0.059143665,0.287048511,0.106182552,0.03697462,0.265149942,0.222021455,0.355403816,0.198510025,0.097221216,0.148114382,0.045723456,0.153842133,0.055163467,0.079623094,0.049337422,0,0.102395724,2
TCGA-FD-A6TH-01,0.234329815,0.099514417,0.043856858,0.089095961,0.006534507,0.121103952,0.037205708,0.343675094,0.219649371,0.039293315,0.332622342,0.161181593,0.16570707,0.243002139,0.045200545,0.146854758,0.046252398,0.183856455,0.111344157,0.390258768,0.061994844,0,0.306526651,1
TCGA-FD-A6TI-01,0.209324135,0.126620863,0.080037256,0.016849707,0.006647121,0.030909926,0.008274615,0.135777549,0.231272372,0.254659739,0.287520465,0.602779164,0.197609044,0.068559136,0.046169176,0.123215279,0.037281613,0.015108398,0.060133672,0.005476567,0.058648531,0.011938435,0.014651635,1
TCGA-FD-A6TK-01,0.159915888,0.014968937,0.074604216,0.043772835,0.034560914,0.064229586,0.266033735,0.543265248,0.270456077,0.230132671,0.253218772,0.319783082,0.498555182,0.289391871,0.058395211,0.249199955,0.154611222,0.268276632,0.09477623,0.259335479,0.168499146,0.021552114,0.273877958,1
TCGA-FJ-A3Z7-01,0.36085548,0.305425236,0.083732036,0.2455261,0.006167143,0.121098808,0.072643288,0.067676242,0.33003805,0.115218654,0.275280331,0.238025328,0.402177104,0.101968979,0.325770465,0,0.068216655,0.158178564,0.076202607,0.145502209,0.029254772,0.03076578,0.105583588,1
TCGA-FJ-A3Z9-01,0.193727318,0.011678502,0.229400236,0.094173457,0,0.115150338,0.011995585,0.193038662,0.061746616,0.041052347,0.228277314,0.377619724,0.16252445,0.123639207,0.027421456,0.333946779,0.011850239,0.295653471,0.069998776,0.175987839,0.026392263,0.010408682,0.14274024,1
TCGA-FJ-A3ZE-01,0.503860803,0.005000064,0.151896591,0.031866877,0.000886857,0.144451631,0.001438871,0.158095739,0.118609483,1,0.244694091,0.78274274,0.009632602,0.164315522,0.062688743,0.274921834,0.015851028,0.325524001,0.01138019,0.260140997,0.283963906,0.053091139,0.115991756,2
TCGA-FJ-A3ZF-01,0.187917721,0.219609015,0.1921306,0.269245814,0.00067572,0.053182611,0.006948556,0.161354302,0.126723373,0.088944917,0.507123465,0.365298165,0.372242431,0.330744971,0.063323676,0.052559923,0.006063242,0.597866774,0.116336684,0.331967266,0.048080167,0.005056219,0.388300386,1
TCGA-FJ-A871-01,0.592097785,0.049700501,0.102814264,0.045384304,0.002416406,0.2392581,0.059484828,0.087378172,0.168163054,0.02381889,0.324661462,0.077187047,0.241683873,0.32890718,0.070196196,0.141722303,0.02009378,0.233793746,0.030374548,0.273518318,0.089407764,0.036165106,0.241106244,1
TCGA-FT-A3EE-01,0.244830098,0.106346541,0.223799906,0.033259991,0.00028036,0.046534624,0.019355818,0.059466627,0.289208361,0.009888492,0.00239424,0.424965801,0.5803101,0.095666646,0.008334451,0.44663205,0.010637066,0.091258267,0.11465948,0.190037883,0.046545468,0,0.061264355,1
TCGA-FT-A61P-01,0.22044855,0.124766732,0.234157127,0.05453126,0.053856677,0.049580868,0.15446595,0.547569087,0.182396755,0.055041628,0.171019873,0.324737002,0.184197732,0.086522561,0.043037547,0.1678879,0.25931409,0.114150348,0.419735168,0.181506392,0.023542487,0.016505937,0.065478013,1
TCGA-G2-A2EF-01,0.346707424,0.010097494,0.096470374,0.136885321,0.008481447,0.408541313,0.095368914,0.377049489,0.193154496,0.029005324,0.275501341,0.721865234,0.330325212,0.292327101,0.121914123,0.021786614,0.131029455,0.244771815,0.104909809,0.230826667,0.033296553,0.017508477,0.335743808,1
TCGA-G2-A2EJ-01,0.226731904,0.004932708,0.049183852,0.005801453,0.006840999,0.178024609,0.046401586,0.727405762,0.157191484,0.28180364,0.132588897,0.150686509,0.225629055,0.237107373,0.035143548,0.770782289,0.175710762,0.197787442,0.154045547,0.283852484,0.029390046,0.011590307,0.231172411,2
TCGA-G2-A2EK-01,0.293874538,0.376758308,0.117312647,0.055464884,0.003212345,0.083061263,0.026695979,0.221785611,0.435732442,0.014006637,0.372883418,0.673432758,0.193357453,0.054084336,0.031955069,0.245627584,0.069003241,0.046070646,0.082296911,0.083532201,0.013913085,0.012540964,0.029211242,1
TCGA-G2-A2EL-01,0.291046544,0,0.590409274,0.267899668,0.000227837,0.286502529,0.007255905,0.141498955,0.683687601,0.010543969,0.796697633,0.507150434,0.049085633,0.329841967,0.039890819,0.073494664,0.007397478,0.628898651,0.084982522,0.587108884,0.019455614,0.020460867,0.56294446,1
TCGA-G2-A2EO-01,0.341518725,0.02813865,0.185753827,0.096538052,0.044696603,0.570147837,0.097996792,0.172961168,0.061285475,0.082160328,0.213294849,0.374761056,0.125557588,0.235428496,0.050649186,0.080038488,0.068218548,0.400719465,0.049872588,0.311372091,0.041539261,0.024573125,0.022005487,2
TCGA-G2-A2ES-01,0.343066118,0.007653884,0.372491668,0.000272982,0.01618347,0.386731543,0.182366942,0.520711001,0.343365051,0.106233294,0.049624018,0.111599476,0.195714627,0.21344044,0.048489208,0.190734708,0.136058388,0.290358426,0.187463686,0.338440831,0,0.012527574,0.154447212,2
TCGA-G2-A3IB-01,0.164865282,0.000140162,0.115795111,0.009138886,0.001832835,0.146660769,0.069899016,0.205128688,0.721339695,0.152325067,0.075365961,0.19449633,0.232012226,0.205128315,0.042265964,0.240438755,0.016147332,0.30530956,0.023158835,0.235691582,0.052165979,0,0.077135304,1
TCGA-G2-A3IE-01,0.167504097,0.021995794,0.117096443,0.255343959,0.002628624,0.895618886,0.00961743,0.15500082,0.228328497,0.001954462,0.178636834,0.302290021,0.286397887,0.767754079,0.03423305,0.115936978,0.021785096,0.136467261,0.034773235,0.12802096,0.016366057,0,0.016874505,2
TCGA-G2-A3VY-01,0.094656966,0.06902673,0.100041021,0.187719942,0.00059509,0.040262113,0.004882117,0.296794335,0.095870867,0.164390872,0.383950845,0.373073862,1,0.144182083,0.035301337,0.05608279,0.005664244,0.28983378,0.056854134,0.280078557,0.291327597,0.005344094,0.13159632,2
TCGA-G2-AA3B-01,0.142590582,0.522229032,0.313475074,0.058611459,0.014969135,0.378863258,0.030045931,0.272118442,0.21788404,0.09288047,0.318787777,0.20373637,0.319123571,0.297604908,0.12113348,0.016124365,0.284493226,0.380369653,0.094962972,0.360915813,0.084037643,0.129486746,0.181798965,2
TCGA-G2-AA3C-01,0.389798362,0.006532927,0.02502125,0.002179649,0.003038708,0.241453093,0.125771942,0.381252278,0.175063589,0.036430966,0.03506508,0.125075946,0.323771399,0.311342535,0.092845391,0.207414529,0.194036501,0.197887837,0.009964425,0.151866833,0.043243716,0.073464975,0.167086294,1
TCGA-G2-AA3D-01,0.184045196,0.030420028,0.081255148,0.129111086,0.000750908,0.19348343,0.024201964,0.220587327,0.116731437,0.067405255,0.290042913,0.560459284,0.217828686,0.239980908,0.080445712,0.148522942,0.146022172,0.483780096,0.040261453,0.232704884,0.0721298,0.008428706,0.282332007,1
TCGA-G2-AA3F-01,0.03422811,0.141151114,0.08474811,0.226558573,0.005185677,0.131799881,0.014408926,0.105659263,0.07293533,0.01774454,0.525854083,0.188131521,0.265498568,0.171947122,0.046282422,0.092125953,0.01567922,0.38811823,0.105239864,0.1474011,0.050603694,0,0.113485232,1
TCGA-GC-A3BM-01,0.348633176,0.206213583,0.362002095,0.051659989,0.003657283,0.108436771,0.021545032,0.204038409,0.223264568,0.006611586,0.132128835,1,0.109047531,0.199444811,0.043920866,0.15204197,0.082110667,0.120174716,0.068802411,0.222680838,0.004337262,0.013684094,0.152087365,1
TCGA-GC-A3I6-01,0.372822311,0.127870408,0.18375456,0.0359333,0.009072548,0.11557082,0.16074038,0.424103711,0.323686176,0.191107616,0.134194604,0.381351728,0.046680447,0.126045349,0.017319009,0.404816316,0.278653646,0.254015312,0.172638974,0.205935927,0.037483688,0.02628029,0.536721175,1
TCGA-GC-A3OO-01,0.204463671,0.457379867,0.158636717,0.136375499,0.000731263,0.128329298,0.041296092,0.149678296,0.34933568,0.058238175,0.131357554,0.31073653,0.069770348,0.088337917,0.016370687,0.27904178,0.103171952,0.058515782,0.110381785,0.112055326,0.002601509,0.02462501,0.188037479,1
TCGA-GC-A3RB-01,0.201359184,0.103102569,0.345443612,0.345570422,0.002609538,0.134196757,0.031961895,0.28879173,0.279009227,0.101915757,0.264176821,0.324621059,0.248645492,0.148818626,0.025886067,0.093089361,0.027148048,0.357558536,0.130634176,0.425752446,0.114638261,0.010187755,0.274687048,1
TCGA-GC-A3RC-01,0.117552564,0.018898207,0.166253578,0.008660716,0.025852823,0.037362459,0.134811678,0.338170925,0.24229367,0.105371847,0.153810391,0.177258495,0.075000383,0.053333515,0.006466949,0.581416316,0.072324368,0.112755824,0.149045203,0.684645724,0.012429313,0.007842914,0.318500954,2
TCGA-GC-A3RD-01,0.25387677,0.036123391,0.068339244,0.369180578,0,0.246360002,0.021181946,0.188129339,0.054049444,0.046571473,0.276114757,0.107567076,0.38806587,0.149130845,0.042299938,0.167465197,0.045824973,0.106450997,0.04871774,0.229907439,0.051603662,0.008140831,0.111503906,1
TCGA-GC-A3WC-01,0.233159164,0.024217891,0.08952062,0.002711285,0.018590594,0.062753398,0.079893793,0.400485777,0.556050069,0.048462297,0.087521073,0.618785296,0.153450918,0.132895467,0.088964074,0.268965188,0.142383249,0.226084679,0.090904156,0.21106007,0.076368391,0.034421121,0.213830195,1
TCGA-GC-A3YS-01,0.389109554,0.007693718,0.242252841,0.026680475,0.013088846,0.14765218,0.059748097,0.463296471,0.35142424,0.049990078,0.237598083,0.187590957,0.133444723,0.146051657,0.045019351,0.360347571,0.052193495,0.263651322,0.096368315,0.16687507,0.153980245,0.047013969,0.145393442,1
TCGA-GC-A4ZW-01,0.119410406,0.394179267,0.262932346,0.819282401,0.006648426,0.019573629,0.055517254,0.085278618,0.284250518,0.004814038,0.160678623,0.234258693,0.101623443,0.159757501,0.050427979,0.088900716,0.039905233,0.131558901,0.131903153,0.179289428,0.009461237,0.014925973,0.159705117,2
TCGA-GC-A6I1-01,0.5291931,0.015082822,0.093258969,0.017680174,0.090356443,0.132908308,0.180112133,0.490940049,0.122640735,0.278988682,0.221347064,0.497998481,0.333012102,0.099480576,0.059336662,0.239084972,0.157893283,0.208181275,0.067524661,0.248354036,0.077931206,0.017562035,0.045446518,1
TCGA-GC-A6I3-01,0.133005476,0.01818485,0.131223252,0.395204251,0.028382477,0.294922455,0.142529542,0.356615251,0.036675941,0.033335383,0.26752242,0.181474597,0.306232862,0.146769573,0.232424829,0.069303594,0.212755601,0.278101126,0.004528182,0.258980828,0.060765175,0,0.091689706,2
TCGA-GD-A2C5-01,0.164986551,0.08552752,0.025745491,0.183651133,0.000298141,0.295102478,0.01956187,0.313492987,0.240153725,0.047963577,0.272068916,0.896652791,0.262427011,0.332554718,0.064050715,0.031493643,0.048922519,0.595943717,0.00394275,0.292912771,0.046669072,0.046849947,0.148386131,2
TCGA-GD-A3OP-01,0.442509978,0.405184279,0.152591237,0.074488492,0.00637116,0.032469695,0.026938215,0.137290848,0.314866154,0.011737711,0.132765931,0.516224089,0.206502679,0.043781489,0.03775198,0.136944055,0.088040004,0.0203377,0.104354794,0.065670857,0.029143369,0.020432415,0.080905618,2
TCGA-GD-A3OQ-01,0.246576372,0.082235437,0.178387286,0.023332032,0.000560758,0.089945852,0.05287583,0.206544209,0.178290912,0.020619411,0.038865216,0.387691691,0.164745401,0.11542804,0.021734545,0.572327784,0.067725157,0.152786363,0.007954577,0.217500237,0.01436453,0.025177328,0.274172495,1
TCGA-GD-A3OS-01,0.33474221,0.051447644,0.208022798,0.540358007,0.00129791,0.05096833,0.162573104,0.269945249,0.242691491,0.064234227,0.245704423,0.904467638,0.192752975,0.226906979,0.041303374,0.321991055,0.03033143,0.181696335,0.023838837,0.373929737,0.072342525,0.004855376,0.092790377,1
TCGA-GD-A6C6-01,0.148500427,0.127746934,0.199335606,1,0.002803006,0.692871995,0.092094182,0.30017604,0.068761028,0.00349413,0.488079372,0,0.116340022,0.557449475,0.193607129,0.228778035,0.061930996,0.112286881,0.000561286,0.136691609,0.021757928,0.057205071,0.154751212,1
TCGA-GD-A76B-01,0.203301105,0.218882637,0.076226154,0.132938001,0.016931023,0.136282451,0.079970438,0.279571612,0.281119336,0.028515322,0.373157426,0.504684767,0.332665033,0.049350202,0.101656683,0.070215478,0.186374755,0.206240082,0.042567673,0.118481975,0.051463614,0.022141253,0.075836264,1
TCGA-GU-A42P-01,0.338842721,0.172300245,0.052461844,0.130666584,0.000354131,0.172674072,0.005682369,0.127774944,0.156999204,0.454131871,0.167223233,0.320707613,0.126102775,0.127632617,0.048588865,0.072332229,0.021138146,0.150548518,0.109740782,0.240415749,0.251972881,0.047698508,0.276095859,1
TCGA-GU-A42Q-01,0.28902701,0.088418901,0.178901899,0.069037307,0.002919459,0.033320946,0.039364264,0.178021453,0.311764808,0.06972078,0.226696414,0.32997852,0.051730586,0.407195578,0.014813177,0.322316367,0.020350479,0.303625509,0.094153467,0.260936972,0.063413366,0.006898953,0.215919163,1
TCGA-GU-A42R-01,0.353762049,0.171536522,0.340356251,0.154253961,0.001447391,0.142085616,0.031007567,0.31560195,0.162048214,0.183788883,0.354268943,0.658657578,0.106186239,0.149845022,0.073299891,0.150600696,0.009325918,0.147873468,0.040028329,0.187222944,0.073236926,0.028882878,0.162068513,1
TCGA-GU-A762-01,0.186239358,0.036433926,0.092140136,0.001787065,0.154258151,0.119001542,0.375556862,0.543580263,0.08459082,0.062475274,0.585994806,0.242791783,0.142931845,0.117163004,0.052855218,0.357783465,0.25107109,0.303136487,0.043009688,0.160020614,0.058370556,0.032027743,0.112189977,1
TCGA-GU-A763-01,0.295459121,0.119740291,0.20582829,0.237187808,0.0151254,0.2763801,0.020511385,0.267329807,0.270883734,0.003019027,0.296734111,0.317149523,0.131729625,0.273358407,0.099411393,0.105656106,0.091631346,0.199614637,0.000481265,0.164574613,0.010762522,0.006791836,0.138330461,1
TCGA-GU-A764-01,0.254998913,0.006737483,0.118711394,0.003126193,0.028320746,0.093570741,0.12671112,0.363624946,0.407773918,0.097127475,0.246926745,0.451631142,0.220472193,0.336564954,0.192490524,0.194474787,0.126819144,0.193767742,0.070244754,0.274459017,0.195822945,0.093391935,0.161654505,1
TCGA-GU-A766-01,0.258371809,0.024614287,0.054584832,0.009646722,0.003915538,0.161481794,0.887485908,0.856610955,0.153738729,0.076160235,0.315542534,0.256797524,0.225070853,0.155066741,0.071214655,0.23109159,0.642218902,0.210843371,0.147354971,0.208279324,0.02553924,0.043951115,0.167290932,1
TCGA-GU-A767-01,0.266952808,0.057462887,0.230322595,0.300877522,0.00019507,0.328503148,0.06575195,0.216666823,0.198477009,0.001648478,0.388331583,0.470876897,0.222849613,0.276805901,0.067054753,0.119134533,0.050593423,0.269632293,0.042849089,0.125260094,0.016655703,0.043790441,0.039087824,2
TCGA-GU-AATO-01,0.361178865,0.04749748,0.056814277,0.344941281,0.022359447,0.171552787,0.068678389,0.27610604,0.245375124,0.030659826,0.688232343,0.185770504,0.282623515,0.159260195,0.068921802,0.172294161,0.071454378,0.070696005,0.069783805,0.050920258,0.01533479,0.02418985,0.0279193,1
TCGA-GU-AATP-01,0.107902781,0.719817962,0.073561424,0.068079277,0.004912064,0.259158342,0.134432905,0.416134244,0.077111124,0.049054057,0.393467817,0.365597057,0.155778881,0.180741596,0.09190243,0.027490688,0.04440536,0.54071721,0.066243871,0.274494005,0.042718534,0.024504504,0.141103133,1
TCGA-GU-AATQ-01,0.398515182,0.075393892,0.232980749,0.082902715,0.007033385,0.162511782,0.07531858,0.374748244,0.410497334,0.068228028,0.162940595,0.222081685,0.151389909,0.203230698,0.037955068,0.52761657,0.090441531,0.265903416,0.001621642,0.137727729,0.028597498,0.045112656,0.132882112,1
TCGA-GV-A3JV-01,0.160184297,0.239523008,0.328356951,0.132421671,0.024953031,0.165251987,0.07673902,0.098732208,0.139556413,0.02164863,0.186746557,0.13006751,0.095260228,0.230294647,0.091478135,0.2152988,0.052187007,0.203215268,0.063405132,0.057337365,0.007719648,0.006088886,0.155188878,1
TCGA-GV-A3JW-01,0.239240403,0.03917189,0.065257315,0.189356794,0.000893604,0.176731016,0.007061296,0.0344524,0.160985701,0.336238848,0.135710103,0.425577135,0.290241673,0.150579764,0.068567719,0.022786797,0.021226821,0.594313426,0.035305232,0.195589833,0.303390343,0.017195497,0.114177217,1
